,Befolkning,Total Omsättning,Omsättning per Invånare,Antal Bankomater,Befolknigstäthet,Genomsnittlig Ålder,Antal Transaktioner,Antal Transaktioner Per Bankomat,Genomsnittlig Transaktionsstorlek,Antal Invånare Per Bankomat,Utrikesfödda,Andel utrikesfödda
Ockelbo,5510,18126138,1616.6730288976098,2,5.4,49,7438,3719.0,2436.9639688088196,2755.0,536,0.09727767695099819
Ockelbo,5639,18126138,1616.6730288976098,2,5.5,49,7438,3719.0,2436.9639688088196,2819.5,743,0.1317609505231424
Ockelbo,5608,18126138,1616.6730288976098,2,5.5,49,7438,3719.0,2436.9639688088196,2804.0,781,0.13926533523537804
Ockelbo,5611,18126138,1616.6730288976098,2,5.5,49,7438,3719.0,2436.9639688088196,2805.5,752,0.13402245589021564
Ockelbo,5582,18126138,1616.6730288976098,2,5.5,49,7438,3719.0,2436.9639688088196,2791.0,675,0.1209243998566822
Ockelbo,5615,18126138,1616.6730288976098,2,5.5,49,7438,3719.0,2436.9639688088196,2807.5,781,0.13909171861086375
Ockelbo,5609,18126138,1616.6730288976098,2,5.5,49,7438,3719.0,2436.9639688088196,2804.5,781,0.13924050632911392
Ockelbo,5598,18126138,1616.6730288976098,2,5.5,49,7438,3719.0,2436.9639688088196,2799.0,781,0.13951411218292248
Ockelbo,5647,18126138,1616.6730288976098,2,5.5,49,7438,3719.0,2436.9639688088196,2823.5,810,0.14343899415618913
Ockelbo,5568,18126138,1616.6730288976098,2,5.5,49,7438,3719.0,2436.9639688088196,2784.0,675,0.12122844827586207
Ockelbo,5624,18126138,1616.6730288976098,2,5.5,49,7438,3719.0,2436.9639688088196,2812.0,797,0.1417140825035562
Ockelbo,5663,18126138,1616.6730288976098,2,5.5,49,7438,3719.0,2436.9639688088196,2831.5,797,0.1407381246689034
Ockelbo,5591,18126138,1616.6730288976098,2,5.5,49,7438,3719.0,2436.9639688088196,2795.5,762,0.1362904668216777
Ockelbo,5606,18126138,1616.6730288976098,2,5.5,49,7438,3719.0,2436.9639688088196,2803.0,743,0.1325365679628969
Ockelbo,5591,18126138,1616.6730288976098,2,5.5,49,7438,3719.0,2436.9639688088196,2795.5,752,0.1345018780182436
Ockelbo,5605,18126138,1616.6730288976098,2,5.5,49,7438,3719.0,2436.9639688088196,2802.5,762,0.135950044603033
Ockelbo,5544,18126138,1616.6730288976098,2,5.4,49,7438,3719.0,2436.9639688088196,2772.0,536,0.09668109668109669
Ockelbo,5606,18126138,1616.6730288976098,2,5.5,49,7438,3719.0,2436.9639688088196,2803.0,743,0.1325365679628969
Ockelbo,5648,18126138,1616.6730288976098,2,5.5,49,7438,3719.0,2436.9639688088196,2824.0,797,0.14111189801699717
Ockelbo,5567,18126138,1616.6730288976098,2,5.5,49,7438,3719.0,2436.9639688088196,2783.5,675,0.12125022453745285
Ockelbo,5631,18126138,1616.6730288976098,2,5.5,49,7438,3719.0,2436.9639688088196,2815.5,762,0.13532232285562068
Ockelbo,5601,18126138,1616.6730288976098,2,5.5,49,7438,3719.0,2436.9639688088196,2800.5,675,0.1205141938939475
